1.00
*     IK    IR          PSIn       B_ratio
      49    34     1.0657100     0.2393796    -0.8758629
      50    34     1.0657131     0.2601221    -0.8759040
      51    34     1.0657242     0.2792820    -0.8760516
      52    34     1.0657252     0.2957160    -0.8760645
      53    34     1.0657116     0.3045832    -0.8758843
      54    34     1.0657353     0.3091817    -0.8762003
      55    34     1.0657277     0.3158575    -0.8760988
      56    34     1.0657234     0.3120319    -0.8760405
      57    34     1.0657242     0.3101109    -0.8760515
      58    34     1.0657142     0.2992207    -0.8759188
      59    34     1.0657308     0.2929956    -0.8761404
      60    34     1.0657285     0.2840955    -0.8761095
      61    34     1.0657288     0.2699908    -0.8761125
      62    34     1.0657274     0.2533567    -0.8760940
      63    34     1.0657094     0.2362435    -0.8758541
      64    34     1.0657213     0.2168036    -0.8760127
      65    34     1.0657195     0.1931274    -0.8759888
      66    34     1.0657226     0.1696799    -0.8760299
      67    34     1.0657249     0.1469361    -0.8760605
      68    34     1.0657240     0.1355639    -0.8760497
      69    34     1.0657108     0.1341284    -0.8758737
      70    34     1.0657236     0.1329913    -0.8760433
      71    34     1.0657152     0.1318944    -0.8759321
      72    34     1.0657165     0.1306325    -0.8759496
      73    34     1.0657181     0.1290130    -0.8759698
      74    34     1.0657242     0.1269462    -0.8760517
      75    34     1.0657173     0.1242488    -0.8759604
      76    34     1.0657179     0.1207927    -0.8759683
      77    34     1.0657184     0.1167868    -0.8759748
      78    34     1.0657219     0.1126938    -0.8760210
      79    34     1.0657186     0.1090026    -0.8759768
      80    34     1.0657198     0.1059243    -0.8759934
      81    34     1.0657214     0.1034484    -0.8760143
      82    34     1.0657170     0.1015197    -0.8759556
      83    34     1.0657233     0.1000729    -0.8760404
      84    34     1.0657210     0.0990337    -0.8760098
      85    34     1.0657248     0.0983218    -0.8760595
      86    34     1.0657270     0.0978508    -0.8760896
      87    34     1.0657223     0.0975396    -0.8760265
      88    34     1.0657174     0.0973219    -0.8759607
      89    34     1.0657142     0.0971502    -0.8759184
      90    34     1.0657144     0.0969878    -0.8759217
       1    35     1.0682364     0.0712453    -0.9095378
       2    35     1.0682366     0.0713207    -0.9095399
       3    35     1.0682360     0.0714011    -0.9095317
       4    35     1.0682345     0.0715032    -0.9095121
       5    35     1.0682310     0.0716504    -0.9094651
       6    35     1.0682289     0.0718771    -0.9094373
       7    35     1.0682317     0.0722254    -0.9094744
       8    35     1.0682316     0.0727443    -0.9094730
       9    35     1.0682297     0.0734896    -0.9094479
      10    35     1.0682249     0.0745246    -0.9093835
      11    35     1.0682245     0.0759170    -0.9093787
      12    35     1.0682299     0.0777276    -0.9094515
      13    35     1.0682246     0.0799901    -0.9093802
      14    35     1.0682237     0.0826356    -0.9093681
      15    35     1.0682248     0.0854120    -0.9093833
      16    35     1.0682253     0.0879622    -0.9093896
      17    35     1.0682253     0.0900915    -0.9093892
      18    35     1.0682265     0.0918825    -0.9094051
      19    35     1.0682296     0.0933262    -0.9094471
      20    35     1.0682267     0.0944591    -0.9094078
      21    35     1.0682279     0.0955128    -0.9094238
      22    35     1.0682304     0.0966966    -0.9094575
      23    35     1.0682299     0.1010170    -0.9094505
      24    35     1.0682192     0.1140898    -0.9093079
      25    35     1.0682206     0.1331948    -0.9093266
      26    35     1.0682228     0.1518655    -0.9093562
      27    35     1.0682238     0.1685501    -0.9093693
      28    35     1.0682234     0.1823741    -0.9093646
      29    35     1.0682250     0.1927376    -0.9093855
      30    35     1.0682274     0.1991437    -0.9094178
      31    35     1.0682245     0.2011711    -0.9093786
      32    35     1.0682278     0.1987007    -0.9094227
      33    35     1.0682285     0.1922245    -0.9094326
      34    35     1.0682212     0.1817980    -0.9093347
      35    35     1.0682217     0.1678524    -0.9093418
      36    35     1.0682246     0.1504122    -0.9093802
      37    35     1.0682232     0.1312299    -0.9093616
      38    35     1.0682235     0.1108634    -0.9093660
      39    35     1.0682214     0.0896468    -0.9093376
      40    35     1.0682205     0.0666449    -0.9093257
      41    35     1.0682193     0.0429711    -0.9093098
      42    35     1.0682313     0.0454252    -0.9094692
      43    35     1.0682226     0.0787379    -0.9093530
      44    35     1.0682225     0.1121402    -0.9093526
      45    35     1.0682179     0.1420234    -0.9092907
      46    35     1.0682165     0.1687874    -0.9092721
      47    35     1.0682165     0.1934248    -0.9092716
      48    35     1.0682229     0.2160510    -0.9093569
      49    35     1.0682044     0.2392887    -0.9091112
      50    35     1.0682136     0.2600435    -0.9092338
      51    35     1.0682213     0.2790967    -0.9093359
      52    35     1.0682217     0.2954389    -0.9093415
      53    35     1.0682066     0.3043833    -0.9091403
      54    35     1.0682355     0.3089465    -0.9095251
      55    35     1.0682247     0.3154672    -0.9093809
      56    35     1.0682277     0.3116693    -0.9094218
      57    35     1.0682247     0.3096761    -0.9093811
      58    35     1.0682068     0.2990025    -0.9091429
      59    35     1.0682210     0.2927889    -0.9093317
      60    35     1.0682266     0.2837911    -0.9094070
      61    35     1.0682226     0.2697680    -0.9093533
      62    35     1.0682187     0.2532003    -0.9093020
      63    35     1.0682106     0.2361072    -0.9091931
      64    35     1.0682088     0.2167928    -0.9091701
      65    35     1.0682186     0.1933595    -0.9093007
      66    35     1.0682154     0.1700396    -0.9092572
      67    35     1.0682221     0.1488268    -0.9093463
      68    35     1.0682184     0.1390017    -0.9092976
      69    35     1.0682097     0.1375910    -0.9091822
      70    35     1.0682213     0.1364174    -0.9093359
      71    35     1.0682116     0.1352652    -0.9092069
      72    35     1.0682168     0.1339368    -0.9092759
      73    35     1.0682103     0.1322590    -0.9091890
      74    35     1.0682224     0.1300990    -0.9093510
      75    35     1.0682196     0.1271494    -0.9093129
      76    35     1.0682195     0.1233761    -0.9093128
      77    35     1.0682148     0.1191772    -0.9092490
      78    35     1.0682145     0.1150033    -0.9092454
      79    35     1.0682177     0.1112886    -0.9092882
      80    35     1.0682170     0.1082083    -0.9092783
      81    35     1.0682176     0.1057438    -0.9092865
      82    35     1.0682137     0.1038284    -0.9092343
      83    35     1.0682227     0.1023896    -0.9093547
      84    35     1.0682160     0.1013546    -0.9092653
      85    35     1.0682222     0.1006453    -0.9093481
      86    35     1.0682239     0.1001755    -0.9093705
      87    35     1.0682183     0.0998648    -0.9092958
      88    35     1.0682127     0.0996474    -0.9092218
      89    35     1.0682092     0.0994759    -0.9091745
      90    35     1.0682092     0.0993137    -0.9091743
       1    36     1.0703369     0.0727243    -0.9375360
       2    36     1.0703374     0.0728035    -0.9375416
       3    36     1.0703370     0.0728879    -0.9375370
       4    36     1.0703359     0.0729949    -0.9375215
       5    36     1.0703329     0.0731491    -0.9374824
       6    36     1.0703318     0.0733857    -0.9374680
       7    36     1.0703345     0.0737483    -0.9375037
       8    36     1.0703355     0.0742868    -0.9375165
       9    36     1.0703344     0.0750571    -0.9375020
      10    36     1.0703307     0.0761215    -0.9374529
      11    36     1.0703288     0.0775475    -0.9374275
      12    36     1.0703334     0.0793987    -0.9374884
      13    36     1.0703282     0.0817155    -0.9374198
      14    36     1.0703283     0.0844593    -0.9374208
      15    36     1.0703278     0.0874051    -0.9374147
      16    36     1.0703300     0.0901867    -0.9374435
      17    36     1.0703327     0.0925459    -0.9374794
      18    36     1.0703341     0.0945082    -0.9374987
      19    36     1.0703344     0.0960510    -0.9375020
      20    36     1.0703338     0.0972648    -0.9374941
      21    36     1.0703351     0.0984115    -0.9375118
      22    36     1.0703362     0.0996684    -0.9375256
      23    36     1.0703362     0.1028360    -0.9375257
      24    36     1.0703307     0.1145016    -0.9374535
      25    36     1.0703291     0.1332818    -0.9374309
      26    36     1.0703316     0.1518119    -0.9374650
      27    36     1.0703333     0.1684187    -0.9374879
      28    36     1.0703309     0.1821823    -0.9374555
      29    36     1.0703357     0.1925272    -0.9375189
      30    36     1.0703354     0.1989122    -0.9375157
      31    36     1.0703359     0.2009452    -0.9375222
      32    36     1.0703338     0.1984388    -0.9374940
      33    36     1.0703354     0.1919660    -0.9375152
      34    36     1.0703333     0.1815353    -0.9374875
      35    36     1.0703354     0.1675626    -0.9375149
      36    36     1.0703308     0.1501225    -0.9374544
      37    36     1.0703326     0.1309198    -0.9374779
      38    36     1.0703312     0.1105321    -0.9374592
      39    36     1.0703313     0.0892638    -0.9374613
      40    36     1.0703305     0.0660863    -0.9374504
      41    36     1.0703288     0.0417531    -0.9374278
      42    36     1.0703354     0.0442424    -0.9375159
      43    36     1.0703323     0.0783824    -0.9374738
      44    36     1.0703304     0.1119472    -0.9374490
      45    36     1.0703226     0.1419102    -0.9373454
      46    36     1.0703283     0.1686987    -0.9374210
      47    36     1.0703277     0.1933493    -0.9374122
      48    36     1.0703273     0.2160086    -0.9374069
      49    36     1.0703134     0.2392198    -0.9372225
      50    36     1.0703261     0.2599851    -0.9373918
      51    36     1.0703291     0.2789489    -0.9374313
      52    36     1.0703282     0.2952216    -0.9374199
      53    36     1.0703182     0.3042213    -0.9372866
      54    36     1.0703474     0.3087609    -0.9376760
      55    36     1.0703346     0.3151243    -0.9375053
      56    36     1.0703423     0.3113691    -0.9376078
      57    36     1.0703352     0.3093076    -0.9375132
      58    36     1.0703148     0.2988296    -0.9372410
      59    36     1.0703239     0.2926235    -0.9373626
      60    36     1.0703407     0.2835452    -0.9375859
      61    36     1.0703307     0.2695931    -0.9374522
      62    36     1.0703253     0.2530858    -0.9373802
      63    36     1.0703277     0.2360076    -0.9374132
      64    36     1.0703116     0.2168139    -0.9371981
      65    36     1.0703259     0.1935797    -0.9373888
      66    36     1.0703279     0.1703828    -0.9374155
      67    36     1.0703292     0.1505752    -0.9374328
      68    36     1.0703233     0.1420750    -0.9373539
      69    36     1.0703301     0.1406139    -0.9374447
      70    36     1.0703243     0.1393657    -0.9373672
      71    36     1.0703276     0.1380812    -0.9374115
      72    36     1.0703270     0.1366611    -0.9374036
      73    36     1.0703284     0.1348677    -0.9374227
      74    36     1.0703287     0.1325141    -0.9374259
      75    36     1.0703286     0.1294266    -0.9374244
      76    36     1.0703295     0.1254762    -0.9374367
      77    36     1.0703258     0.1211060    -0.9373871
      78    36     1.0703243     0.1168676    -0.9373678
      79    36     1.0703315     0.1131367    -0.9374633
      80    36     1.0703361     0.1100517    -0.9375242
      81    36     1.0703353     0.1075921    -0.9375138
      82    36     1.0703361     0.1056830    -0.9375242
      83    36     1.0703233     0.1042510    -0.9373539
      84    36     1.0703363     0.1032208    -0.9375273
      85    36     1.0703265     0.1025116    -0.9373971
      86    36     1.0703224     0.1020439    -0.9373423
      87    36     1.0703279     0.1017365    -0.9374161
      88    36     1.0703299     0.1015211    -0.9374418
      89    36     1.0703305     0.1013506    -0.9374508
      90    36     1.0703304     0.1011887    -0.9374488
       1    37     1.0720137     0.0737518    -0.9598864
       2    37     1.0720129     0.0738324    -0.9598754
       3    37     1.0720113     0.0739189    -0.9598543
       4    37     1.0720132     0.0740293    -0.9598798
       5    37     1.0720148     0.0741872    -0.9599003
       6    37     1.0720142     0.0744279    -0.9598928
       7    37     1.0720134     0.0747966    -0.9598819
       8    37     1.0720139     0.0753441    -0.9598889
       9    37     1.0720144     0.0761266    -0.9598958
      10    37     1.0720146     0.0772054    -0.9598977
      11    37     1.0720133     0.0786481    -0.9598805
      12    37     1.0720136     0.0805225    -0.9598850
      13    37     1.0720119     0.0828793    -0.9598617
      14    37     1.0720123     0.0857022    -0.9598668
      15    37     1.0720099     0.0888147    -0.9598348
      16    37     1.0720095     0.0918548    -0.9598299
      17    37     1.0720085     0.0944632    -0.9598163
      18    37     1.0720154     0.0965544    -0.9599086
      19    37     1.0720132     0.0981947    -0.9598793
      20    37     1.0720150     0.0995301    -0.9599026
      21    37     1.0720167     0.1007690    -0.9599264
      22    37     1.0720169     0.1020983    -0.9599291
      23    37     1.0720164     0.1044664    -0.9599224
      24    37     1.0720124     0.1150031    -0.9598685
      25    37     1.0720108     0.1333932    -0.9598474
      26    37     1.0720129     0.1517908    -0.9598750
      27    37     1.0720144     0.1683254    -0.9598956
      28    37     1.0720124     0.1820366    -0.9598683
      29    37     1.0720163     0.1923601    -0.9599204
      30    37     1.0720140     0.1987296    -0.9598895
      31    37     1.0720169     0.2007618    -0.9599291
      32    37     1.0720103     0.1982307    -0.9598409
      33    37     1.0720127     0.1917600    -0.9598730
      34    37     1.0720170     0.1813264    -0.9599294
      35    37     1.0720176     0.1673298    -0.9599378
      36    37     1.0720130     0.1498883    -0.9598764
      37    37     1.0720164     0.1306739    -0.9599218
      38    37     1.0720098     0.1102699    -0.9598340
      39    37     1.0720113     0.0889624    -0.9598540
      40    37     1.0720114     0.0656495    -0.9598554
      41    37     1.0720110     0.0407675    -0.9598494
      42    37     1.0720092     0.0432869    -0.9598265
      43    37     1.0720136     0.0781128    -0.9598846
      44    37     1.0720060     0.1118006    -0.9597834
      45    37     1.0720093     0.1418173    -0.9598271
      46    37     1.0720106     0.1686271    -0.9598439
      47    37     1.0720096     0.1932857    -0.9598309
      48    37     1.0720034     0.2159709    -0.9597481
      49    37     1.0719933     0.2391690    -0.9596142
      50    37     1.0720086     0.2599439    -0.9598174
      51    37     1.0720076     0.2788370    -0.9598039
      52    37     1.0720058     0.2950535    -0.9597807
      53    37     1.0719998     0.3040971    -0.9597011
      54    37     1.0720288     0.3086207    -0.9600873
      55    37     1.0720155     0.3148467    -0.9599099
      56    37     1.0720252     0.3111350    -0.9600398
      57    37     1.0720170     0.3090182    -0.9599298
      58    37     1.0719970     0.2986993    -0.9596631
      59    37     1.0720006     0.2924996    -0.9597117
      60    37     1.0720232     0.2833533    -0.9600125
      61    37     1.0720123     0.2694656    -0.9598676
      62    37     1.0720048     0.2530096    -0.9597674
      63    37     1.0720090     0.2359403    -0.9598231
      64    37     1.0719890     0.2168577    -0.9595564
      65    37     1.0720034     0.1937856    -0.9597487
      66    37     1.0720146     0.1707078    -0.9598981
      67    37     1.0720082     0.1521576    -0.9598125
      68    37     1.0720014     0.1447569    -0.9597214
      69    37     1.0720127     0.1432389    -0.9598729
      70    37     1.0720008     0.1419185    -0.9597137
      71    37     1.0720138     0.1405222    -0.9598877
      72    37     1.0720037     0.1389243    -0.9597520
      73    37     1.0720118     0.1369650    -0.9598603
      74    37     1.0720125     0.1344468    -0.9598701
      75    37     1.0720092     0.1311639    -0.9598259
      76    37     1.0720082     0.1270099    -0.9598127
      77    37     1.0720047     0.1224777    -0.9597663
      78    37     1.0720161     0.1181649    -0.9599175
      79    37     1.0720033     0.1144109    -0.9597474
      80    37     1.0720162     0.1113189    -0.9599191
      81    37     1.0720169     0.1088584    -0.9599279
      82    37     1.0720123     0.1069528    -0.9598671
      83    37     1.0720007     0.1055264    -0.9597123
      84    37     1.0720163     0.1045013    -0.9599201
      85    37     1.0720130     0.1037944    -0.9598762
      86    37     1.0719981     0.1033270    -0.9596781
      87    37     1.0720021     0.1030208    -0.9597319
      88    37     1.0720071     0.1028069    -0.9597984
      89    37     1.0720100     0.1026374    -0.9598371
      90    37     1.0720118     0.1024765    -0.9598602
       1    40     0.9867271     0.0936534     0.1769176
       2    40     0.9867259     0.0935109     0.1769337
       3    40     0.9867249     0.0933601     0.1769461
       4    40     0.9867240     0.0931694     0.1769591
       5    40     0.9867229     0.0928970     0.1769731
       6    40     0.9867218     0.0924844     0.1769880
       7    40     0.9867248     0.0918611     0.1769480
       8    40     0.9867219     0.0909520     0.1769865
       9    40     0.9867247     0.0896809     0.1769498
      10    40     0.9867264     0.0879676     0.1769270
      11    40     0.9867234     0.0857176     0.1769665
      12    40     0.9867288     0.0828128     0.1768952
      13    40     0.9867246     0.0790958     0.1769512
      14    40     0.9867258     0.0743595     0.1769343
      15    40     0.9867196     0.0683788     0.1770167
      16    40     0.9867244     0.0610538     0.1769534
      17    40     0.9867252     0.0526146     0.1769421
      18    40     0.9867307     0.0439218     0.1768699
      19    40     0.9867200     0.0369988     0.1770117
      20    40     0.9867229     0.0339438     0.1769730
      21    40     0.9867241     0.0343189     0.1769572
      22    40     0.9867136     0.0389422     0.1770966
      23    40     0.9867220     0.0488836     0.1769857
      24    40     0.9867096     0.0612709     0.1771499
      25    40     0.9867258     0.0736715     0.1769351
      26    40     0.9867058     0.0850592     0.1772013
      27    40     0.9867067     0.0948608     0.1771888
      28    40     0.9867173     0.1028821     0.1770477
      29    40     0.9867230     0.1092863     0.1769718
      30    40     0.9867266     0.1143528     0.1769237
      31    40     0.9867041     0.1183214     0.1772244
      32    40     0.9867088     0.1213749     0.1771615
      33    40     0.9867023     0.1236596     0.1772482
      34    40     0.9867195     0.1253037     0.1770185
      35    40     0.9867157     0.1264340     0.1770693
      36    40     0.9867081     0.1271817     0.1771707
      37    40     0.9867054     0.1276745     0.1772060
      38    40     0.9867058     0.1280191     0.1772015
      39    40     0.9867076     0.1282923     0.1771768
      40    40     0.9867096     0.1285526     0.1771501
       1    41     0.9882909     0.0929972     0.1560736
       2    41     0.9882907     0.0928538     0.1560753
       3    41     0.9882908     0.0927020     0.1560743
       4    41     0.9882910     0.0925100     0.1560724
       5    41     0.9882914     0.0922358     0.1560659
       6    41     0.9882926     0.0918205     0.1560498
       7    41     0.9882944     0.0911929     0.1560269
       8    41     0.9882949     0.0902772     0.1560201
       9    41     0.9882957     0.0889970     0.1560092
      10    41     0.9882953     0.0872709     0.1560150
      11    41     0.9882962     0.0850042     0.1560018
      12    41     0.9882912     0.0820769     0.1560695
      13    41     0.9882980     0.0783298     0.1559785
      14    41     0.9882960     0.0735568     0.1560045
      15    41     0.9882904     0.0675370     0.1560796
      16    41     0.9882957     0.0601716     0.1560091
      17    41     0.9882966     0.0516506     0.1559978
      18    41     0.9882962     0.0427209     0.1560023
      19    41     0.9882971     0.0353573     0.1559907
      20    41     0.9882995     0.0319979     0.1559589
      21    41     0.9882910     0.0323650     0.1560711
      22    41     0.9882977     0.0373372     0.1559819
      23    41     0.9882861     0.0477427     0.1561376
      24    41     0.9882757     0.0602799     0.1562756
      25    41     0.9882853     0.0726280     0.1561476
      26    41     0.9882749     0.0839208     0.1562865
      27    41     0.9882752     0.0936659     0.1562822
      28    41     0.9882905     0.1016714     0.1560779
      29    41     0.9882909     0.1080755     0.1560734
      30    41     0.9882981     0.1131448     0.1559774
      31    41     0.9882741     0.1171156     0.1562974
      32    41     0.9882782     0.1201708     0.1562430
      33    41     0.9882719     0.1224565     0.1563269
      34    41     0.9882889     0.1241014     0.1560999
      35    41     0.9882841     0.1252319     0.1561640
      36    41     0.9882775     0.1259795     0.1562518
      37    41     0.9882744     0.1264720     0.1562928
      38    41     0.9882747     0.1268163     0.1562887
      39    41     0.9882763     0.1270892     0.1562671
      40    41     0.9882782     0.1273493     0.1562417
       1    42     0.9898258     0.0923474     0.1356136
       2    42     0.9898267     0.0922030     0.1356021
       3    42     0.9898277     0.0920502     0.1355887
       4    42     0.9898289     0.0918571     0.1355732
       5    42     0.9898308     0.0915811     0.1355476
       6    42     0.9898313     0.0911632     0.1355405
       7    42     0.9898280     0.0905314     0.1355852
       8    42     0.9898247     0.0896090     0.1356290
       9    42     0.9898256     0.0883190     0.1356162
      10    42     0.9898304     0.0865798     0.1355523
      11    42     0.9898267     0.0842960     0.1356018
      12    42     0.9898247     0.0813464     0.1356292
      13    42     0.9898285     0.0775713     0.1355778
      14    42     0.9898261     0.0727643     0.1356097
      15    42     0.9898310     0.0667129     0.1355444
      16    42     0.9898257     0.0593189     0.1356148
      17    42     0.9898328     0.0507272     0.1355209
      18    42     0.9898300     0.0415625     0.1355585
      19    42     0.9898313     0.0337363     0.1355407
      20    42     0.9898318     0.0299868     0.1355341
      21    42     0.9898265     0.0303431     0.1356051
      22    42     0.9898302     0.0357473     0.1355557
      23    42     0.9898187     0.0466597     0.1357092
      24    42     0.9898189     0.0593459     0.1357064
      25    42     0.9898097     0.0716326     0.1358282
      26    42     0.9898091     0.0828167     0.1358363
      27    42     0.9898081     0.0924917     0.1358506
      28    42     0.9898260     0.1004728     0.1356120
      29    42     0.9898217     0.1068734     0.1356681
      30    42     0.9898315     0.1119445     0.1355380
      31    42     0.9898080     0.1159177     0.1358518
      32    42     0.9898115     0.1189751     0.1358050
      33    42     0.9898057     0.1212626     0.1358817
      34    42     0.9898238     0.1229088     0.1356411
      35    42     0.9898178     0.1240401     0.1357210
      36    42     0.9898110     0.1247879     0.1358111
      37    42     0.9898077     0.1252803     0.1358555
      38    42     0.9898095     0.1256244     0.1358313
      39    42     0.9898108     0.1258971     0.1358133
      40    42     0.9898125     0.1261573     0.1357913
       1    43     0.9913119     0.0917129     0.1158053
       2    43     0.9913120     0.0915675     0.1158040
       3    43     0.9913122     0.0914140     0.1158021
       4    43     0.9913117     0.0912199     0.1158088
       5    43     0.9913092     0.0909423     0.1158414
       6    43     0.9913077     0.0905214     0.1158611
       7    43     0.9913077     0.0898844     0.1158616
       8    43     0.9913098     0.0889546     0.1158335
       9    43     0.9913121     0.0876547     0.1158032
      10    43     0.9913096     0.0859022     0.1158356
      11    43     0.9913079     0.0836006     0.1158584
      12    43     0.9913120     0.0806287     0.1158048
      13    43     0.9913117     0.0768265     0.1158085
      14    43     0.9913082     0.0719896     0.1158544
      15    43     0.9913139     0.0659143     0.1157783
      16    43     0.9913077     0.0585042     0.1158616
      17    43     0.9913159     0.0498579     0.1157518
      18    43     0.9913094     0.0404642     0.1158394
      19    43     0.9913161     0.0321600     0.1157492
      20    43     0.9913087     0.0279122     0.1158475
      21    43     0.9913192     0.0282526     0.1157087
      22    43     0.9913047     0.0341918     0.1159016
      23    43     0.9913078     0.0456534     0.1158608
      24    43     0.9913051     0.0584809     0.1158967
      25    43     0.9912929     0.0706942     0.1160590
      26    43     0.9912965     0.0817570     0.1160108
      27    43     0.9912915     0.0913488     0.1160768
      28    43     0.9913133     0.0992971     0.1157865
      29    43     0.9913036     0.1056912     0.1159165
      30    43     0.9913133     0.1107640     0.1157864
      31    43     0.9912923     0.1147407     0.1160666
      32    43     0.9912949     0.1178015     0.1160324
      33    43     0.9912895     0.1200921     0.1161043
      34    43     0.9913070     0.1217406     0.1158707
      35    43     0.9913015     0.1228732     0.1159444
      36    43     0.9912941     0.1236216     0.1160428
      37    43     0.9912906     0.1241142     0.1160898
      38    43     0.9912918     0.1244583     0.1160729
      39    43     0.9912931     0.1247308     0.1160559
      40    43     0.9912945     0.1249911     0.1160380
       1    44     0.9927302     0.0911020     0.0969009
       2    44     0.9927310     0.0909556     0.0968906
       3    44     0.9927308     0.0908011     0.0968921
       4    44     0.9927299     0.0906058     0.0969042
       5    44     0.9927270     0.0903263     0.0969433
       6    44     0.9927273     0.0899020     0.0969399
       7    44     0.9927306     0.0892596     0.0968952
       8    44     0.9927348     0.0883224     0.0968391
       9    44     0.9927290     0.0870122     0.0969162
      10    44     0.9927270     0.0852452     0.0969429
      11    44     0.9927324     0.0829254     0.0968715
      12    44     0.9927307     0.0799312     0.0968944
      13    44     0.9927294     0.0761022     0.0969118
      14    44     0.9927329     0.0712390     0.0968652
      15    44     0.9927336     0.0651486     0.0968560
      16    44     0.9927294     0.0577360     0.0969119
      17    44     0.9927332     0.0490518     0.0968605
      18    44     0.9927293     0.0394427     0.0969130
      19    44     0.9927397     0.0306455     0.0967737
      20    44     0.9927296     0.0257811     0.0969084
      21    44     0.9927355     0.0260933     0.0968301
      22    44     0.9927346     0.0326902     0.0968424
      23    44     0.9927190     0.0447448     0.0970501
      24    44     0.9927155     0.0576939     0.0970967
      25    44     0.9927156     0.0698218     0.0970960
      26    44     0.9927200     0.0807519     0.0970361
      27    44     0.9927116     0.0902470     0.0971486
      28    44     0.9927337     0.0981533     0.0968546
      29    44     0.9927218     0.1045375     0.0970121
      30    44     0.9927319     0.1096113     0.0968779
      31    44     0.9927121     0.1135924     0.0971424
      32    44     0.9927143     0.1166580     0.0971121
      33    44     0.9927091     0.1189528     0.0971815
      34    44     0.9927283     0.1206045     0.0969255
      35    44     0.9927211     0.1217392     0.0970219
      36    44     0.9927130     0.1224888     0.0971299
      37    44     0.9927116     0.1229818     0.0971493
      38    44     0.9927127     0.1233259     0.0971339
      39    44     0.9927136     0.1235985     0.0971216
      40    44     0.9927146     0.1238591     0.0971080
       1    45     0.9940747     0.0905179     0.0789802
       2    45     0.9940751     0.0903704     0.0789737
       3    45     0.9940747     0.0902150     0.0789797
       4    45     0.9940742     0.0900183     0.0789859
       5    45     0.9940738     0.0897367     0.0789912
       6    45     0.9940735     0.0893091     0.0789957
       7    45     0.9940739     0.0886620     0.0789903
       8    45     0.9940668     0.0877167     0.0790854
       9    45     0.9940701     0.0863947     0.0790407
      10    45     0.9940738     0.0846132     0.0789921
      11    45     0.9940672     0.0822750     0.0790800
      12    45     0.9940756     0.0792580     0.0789674
      13    45     0.9940697     0.0754040     0.0790463
      14    45     0.9940717     0.0705190     0.0790198
      15    45     0.9940705     0.0644233     0.0790353
      16    45     0.9940702     0.0570218     0.0790397
      17    45     0.9940740     0.0483194     0.0789891
      18    45     0.9940669     0.0385206     0.0790829
      19    45     0.9940776     0.0292198     0.0789413
      20    45     0.9940781     0.0235912     0.0789339
      21    45     0.9940703     0.0238917     0.0790386
      22    45     0.9940725     0.0312855     0.0790084
      23    45     0.9940584     0.0439415     0.0791964
      24    45     0.9940551     0.0569903     0.0792413
      25    45     0.9940703     0.0690238     0.0790377
      26    45     0.9940709     0.0798120     0.0790307
      27    45     0.9940537     0.0891979     0.0792599
      28    45     0.9940720     0.0970534     0.0790150
      29    45     0.9940615     0.1034248     0.0791553
      30    45     0.9940715     0.1084999     0.0790226
      31    45     0.9940543     0.1124868     0.0792520
      32    45     0.9940557     0.1155588     0.0792335
      33    45     0.9940510     0.1178594     0.0792960
      34    45     0.9940676     0.1195156     0.0790744
      35    45     0.9940622     0.1206533     0.0791457
      36    45     0.9940536     0.1214045     0.0792614
      37    45     0.9940516     0.1218982     0.0792874
      38    45     0.9940523     0.1222425     0.0792777
      39    45     0.9940532     0.1225153     0.0792666
      40    45     0.9940538     0.1227764     0.0792576
       1    46     0.9953221     0.0899715     0.0623524
       2    46     0.9953207     0.0898231     0.0623720
       3    46     0.9953193     0.0896667     0.0623895
       4    46     0.9953178     0.0894688     0.0624098
       5    46     0.9953160     0.0891851     0.0624340
       6    46     0.9953164     0.0887539     0.0624289
       7    46     0.9953209     0.0881007     0.0623688
       8    46     0.9953154     0.0871465     0.0624422
       9    46     0.9953249     0.0858125     0.0623158
      10    46     0.9953211     0.0840156     0.0623656
      11    46     0.9953176     0.0816579     0.0624121
      12    46     0.9953199     0.0786176     0.0623822
      13    46     0.9953248     0.0747384     0.0623168
      14    46     0.9953231     0.0698362     0.0623399
      15    46     0.9953211     0.0637454     0.0623664
      16    46     0.9953240     0.0563697     0.0623274
      17    46     0.9953181     0.0476672     0.0624066
      18    46     0.9953162     0.0377089     0.0624314
      19    46     0.9953236     0.0278764     0.0623322
      20    46     0.9953355     0.0213167     0.0621746
      21    46     0.9953286     0.0216387     0.0622661
      22    46     0.9953210     0.0300063     0.0623670
      23    46     0.9953089     0.0432548     0.0625291
      24    46     0.9953099     0.0563757     0.0625157
      25    46     0.9953192     0.0683072     0.0623913
      26    46     0.9953210     0.0789470     0.0623679
      27    46     0.9953052     0.0882126     0.0625783
      28    46     0.9953188     0.0960078     0.0623963
      29    46     0.9953105     0.1023630     0.0625078
      30    46     0.9953214     0.1074403     0.0623624
      31    46     0.9953033     0.1114349     0.0626030
      32    46     0.9953039     0.1145157     0.0625952
      33    46     0.9952999     0.1168242     0.0626484
      34    46     0.9953183     0.1184865     0.0624034
      35    46     0.9953104     0.1196282     0.0625090
      36    46     0.9953026     0.1203817     0.0626129
      37    46     0.9953020     0.1208764     0.0626210
      38    46     0.9953020     0.1212212     0.0626204
      39    46     0.9953022     0.1214943     0.0626182
      40    46     0.9953025     0.1217561     0.0626144
       1    47     0.9964580     0.0894703     0.0472121
       2    47     0.9964577     0.0893205     0.0472158
